Psubj,Attribute,Value,cond,Unique,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,10.70828950003488,10.70828950003488,space,1.9540478000417352,,,,,,,,,,,,,,,,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est1,105,2,None,0,0,0,0,,,,,,,,,,,,,15.631027900031768,15.631027900031768,15.631027900031768,15.631027900031768,['space'],[2.404594800027553],18.086193400027696,18.086193400027696,18.086193400027696,18.086193400027696,18.086193400027696,18.086193400027696,space,2.0408784999744967,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est2,30,1,None,0,1,1,1,,,,,,,,,,,,,20.41775520000374,20.41775520000374,20.41775520000374,20.41775520000374,['space'],[3.0521817000117153],28.244956200011075,28.244956200011075,28.244956200011075,28.244956200011075,28.244956200011075,28.244956200011075,space,0.7226493000052869,None,0.19583580002654344,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est3,120,1,None,0,2,2,2,,,,,,,,,,,,,29.27922500000568,29.27922500000568,29.27922500000568,29.27922500000568,['space'],[5.873544000030961],39.62950860004639,39.62950860004639,39.62950860004639,39.62950860004639,39.62950860004639,39.62950860004639,space,0.5035295999841765,None,0.12832109996816143,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est4,30,1,None,0,3,3,3,,,,,,,,,,,,,40.40521490003448,40.40521490003448,40.40521490003448,40.40521490003448,['space'],[3.2811799999908544],43.740208700008225,43.740208700008225,43.740208700008225,43.740208700008225,43.740208700008225,43.740208700008225,space,1.2681992000434548,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est5,105,2,None,0,4,4,4,,,,,,,,,,,,,45.305777100031264,45.305777100031264,45.305777100031264,45.305777100031264,['space'],[31.36385550000705],76.70522940001683,76.70522940001683,76.70522940001683,76.70522940001683,76.70522940001683,76.70522940001683,space,0.6413357999990694,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est6,120,1,None,0,5,5,5,,,,,,,,,,,,,77.605188800022,77.605188800022,77.605188800022,77.605188800022,['space'],[0.5581988000194542],78.20667980000144,78.20667980000144,78.20667980000144,78.20667980000144,78.20667980000144,78.20667980000144,space,0.320317400037311,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est7,120,2,None,0,6,6,6,,,,,,,,,,,,,78.74481699999887,78.74481699999887,78.74481699999887,78.74481699999887,['space'],[0.7049927999614738],79.50346930004889,79.50346930004889,79.50346930004889,79.50346930004889,79.50346930004889,79.50346930004889,space,0.5559044000110589,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est8,60,2,None,0,7,7,7,,,,,,,,,,,,,80.38381990004564,80.38381990004564,80.38381990004564,80.38381990004564,['space'],[1.6439280999475159],82.07590270001674,82.07590270001674,82.07590270001674,82.07590270001674,82.07590270001674,82.07590270001674,space,0.4949227000470273,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est9,30,2,None,0,8,8,8,,,,,,,,,,,,,82.84624159999657,82.84624159999657,82.84624159999657,82.84624159999657,['space'],[0.5790632999851368],83.4778841000516,83.4778841000516,83.4778841000516,83.4778841000516,83.4778841000516,83.4778841000516,space,0.5618072999641299,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est10,60,2,None,0,9,9,9,,,,,,,,,,,,,84.32733550004195,84.32733550004195,84.32733550004195,84.32733550004195,['space'],[1.2510720000136644],85.61845110001741,85.61845110001741,85.61845110001741,85.61845110001741,85.61845110001741,85.61845110001741,space,1.1300129999872297,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est11,105,1,None,0,10,10,10,,,,,,,,,,,,,86.98663200001465,86.98663200001465,86.98663200001465,86.98663200001465,['space'],[0.5157422000193037],87.55955629999517,87.55955629999517,87.55955629999517,87.55955629999517,87.55955629999517,87.55955629999517,space,0.5166658000089228,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est12,30,2,None,0,11,11,11,,,,,,,,,,,,,88.36431140004424,88.36431140004424,88.36431140004424,88.36431140004424,['space'],[0.6499105999828316],89.05562030000146,89.05562030000146,89.05562030000146,89.05562030000146,89.05562030000146,89.05562030000146,space,0.6680665999883786,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est13,60,1,None,0,12,12,12,,,,,,,,,,,,,90.02140040002996,90.02140040002996,90.02140040002996,90.02140040002996,['space'],[1.0306953000253998],91.10374920000322,91.10374920000322,91.10374920000322,91.10374920000322,91.10374920000322,91.10374920000322,space,0.3507833000039682,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est14,105,2,None,0,13,13,13,,,,,,,,,,,,,91.77089420001721,91.77089420001721,91.77089420001721,91.77089420001721,['space'],[0.5322000000160187],92.35458230000222,92.35458230000222,92.35458230000222,92.35458230000222,92.35458230000222,92.35458230000222,space,0.24881549994461238,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est15,105,1,None,0,14,14,14,,,,,,,,,,,,,92.83914190001087,92.83914190001087,92.83914190001087,92.83914190001087,['space'],[0.45857989997603],93.3396805000375,93.3396805000375,93.3396805000375,93.3396805000375,93.3396805000375,93.3396805000375,space,0.23431840003468096,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est16,120,2,None,0,15,15,15,,,,,,,,,,,,,93.83662190003088,93.83662190003088,93.83662190003088,93.83662190003088,['space'],[0.4426320999627933],94.32222040003398,94.32222040003398,94.32222040003398,94.32222040003398,94.32222040003398,94.32222040003398,space,0.25715859996853396,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est17,120,1,None,0,16,16,16,,,,,,,,,,,,,94.8401651000022,94.8401651000022,94.8401651000022,94.8401651000022,['space'],[1.755229700007476],96.64541600004304,96.64541600004304,96.64541600004304,96.64541600004304,96.64541600004304,96.64541600004304,space,2.5067767999717034,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est18,105,2,None,0,17,17,17,,,,,,,,,,,,,99.38533010001993,99.38533010001993,99.38533010001993,99.38533010001993,['space'],[0.26614079996943474],99.70479010004783,99.70479010004783,99.70479010004783,99.70479010004783,99.70479010004783,99.70479010004783,space,0.26676720002433285,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est19,60,1,None,0,18,18,18,,,,,,,,,,,,,100.2415205000434,100.2415205000434,100.2415205000434,100.2415205000434,['space'],[0.2881743000471033],100.56598800001666,100.56598800001666,100.56598800001666,100.56598800001666,100.56598800001666,100.56598800001666,space,0.15725500002736226,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est20,60,1,None,0,19,19,19,,,,,,,,,,,,,100.97227110003587,100.97227110003587,100.97227110003587,100.97227110003587,['space'],[0.24767850001808256],101.2607651000144,101.2607651000144,101.2607651000144,101.2607651000144,101.2607651000144,101.2607651000144,space,0.13555649999761954,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est21,120,1,None,0,20,20,20,,,,,,,,,,,,,101.66134440002497,101.66134440002497,101.66134440002497,101.66134440002497,['space'],[0.2700155000202358],101.98183040000731,101.98183040000731,101.98183040000731,101.98183040000731,101.98183040000731,101.98183040000731,space,0.11890230001881719,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est22,120,2,None,0,21,21,21,,,,,,,,,,,,,102.3516171000083,102.3516171000083,102.3516171000083,102.3516171000083,['space'],[0.06921510002575815],102.4750178999966,102.4750178999966,102.4750178999966,102.4750178999966,102.4750178999966,102.4750178999966,space,0.15861990000121295,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est23,30,2,None,0,22,22,22,,,,,,,,,,,,,102.87842380005168,102.87842380005168,102.87842380005168,102.87842380005168,['space'],[0.1300215999945067],103.0497215000214,103.0497215000214,103.0497215000214,103.0497215000214,103.0497215000214,103.0497215000214,space,0.13741460000164807,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est24,105,1,None,0,23,23,23,,,,,,,,,,,,,103.41120390000287,103.41120390000287,103.41120390000287,103.41120390000287,['space'],[0.14075849996879697],103.60839250002755,103.60839250002755,103.60839250002755,103.60839250002755,103.60839250002755,103.60839250002755,space,0.09263129997998476,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est25,30,1,None,0,24,24,24,,,,,,,,,,,,,103.93561070004944,103.93561070004944,103.93561070004944,103.93561070004944,['space'],[0.1719613999594003],104.14719320001313,104.14719320001313,104.14719320001313,104.14719320001313,104.14719320001313,104.14719320001313,space,0.10647239995887503,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est26,60,2,None,0,25,25,25,,,,,,,,,,,,,104.46558410004945,104.46558410004945,104.46558410004945,104.46558410004945,['space'],[0.1420843999949284],104.64833470003214,104.64833470003214,104.64833470003214,104.64833470003214,104.64833470003214,104.64833470003214,space,0.109052799991332,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est27,105,1,None,0,26,26,26,,,,,,,,,,,,,104.99788540002191,104.99788540002191,104.99788540002191,104.99788540002191,['space'],[0.12567809998290613],105.16397310001776,105.16397310001776,105.16397310001776,105.16397310001776,105.16397310001776,105.16397310001776,space,0.12474679999286309,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est28,60,1,None,0,27,27,27,,,,,,,,,,,,,105.53800040000351,105.53800040000351,105.53800040000351,105.53800040000351,['space'],[0.1620194999850355],105.74614280002424,105.74614280002424,105.74614280002424,105.74614280002424,105.74614280002424,105.74614280002424,space,0.08846210001502186,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est29,120,2,None,0,28,28,28,,,,,,,,,,,,,106.06912070000544,106.06912070000544,106.06912070000544,106.06912070000544,['space'],[0.21587220003129914],106.33402990002651,106.33402990002651,106.33402990002651,106.33402990002651,106.33402990002651,106.33402990002651,space,0.12608279997948557,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est30,30,2,None,0,29,29,29,,,,,,,,,,,,,106.7061917000101,106.7061917000101,106.7061917000101,106.7061917000101,['space'],[0.28937900002347305],107.04552030004561,107.04552030004561,107.04552030004561,107.04552030004561,107.04552030004561,107.04552030004561,space,0.09563270001672208,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est31,60,2,None,0,30,30,30,,,,,,,,,,,,,107.38000370003283,107.38000370003283,107.38000370003283,107.38000370003283,['space'],[0.2714810000034049],107.69374000001699,107.69374000001699,107.69374000001699,107.69374000001699,107.69374000001699,107.69374000001699,space,0.11394080001628026,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
1,est32,30,1,None,0,31,31,31,,,,,,,,,,,,,108.07748350000475,108.07748350000475,108.07748350000475,108.07748350000475,['space'],[0.24100779998116195],108.3600645000115,108.3600645000115,108.3600645000115,108.3600645000115,108.3600645000115,108.3600645000115,space,0.11483500001486391,None,,499666,001,2023-10-17_17h11.53.274,Main,2022.2.5,60.05674160805536,
